Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2001,2,1 ,,,,,s/p,s/p
2001,2,2 ,,,,,s/p,s/p
2001,2,3 ,,,,,s/p,s/p
2001,2,4 ,,,,,s/p,s/p
2001,2,5 ,,,,,s/p,s/p
2001,2,6 ,,,,,s/p,s/p
2001,2,7 ,,,,,s/p,s/p
2001,2,8 ,,,,,s/p,s/p
2001,2,9 ,,,,,0.2,0.2
2001,2,10 ,,,,,s/p,0.2
2001,2,11 ,,,,,s/p,0.2
2001,2,12 ,,,,,s/p,0.2
2001,2,13 ,,,,,0.3,0.5
2001,2,14 ,,,,,0.1,0.6
2001,2,15 ,,,,,s/p,0.6
2001,2,16 ,,,,,0.1,0.7
2001,2,17 ,,,,,s/p,0.7
2001,2,18 ,,,,,3.0,3.7
2001,2,19 ,,,,,s/p,3.7
2001,2,20 ,,,,,s/p,3.7
2001,2,21 ,,,,,s/p,3.7
2001,2,22 ,,,,,s/p,3.7
2001,2,23 ,,,,,s/p,3.7
2001,2,24 ,,,,,s/p,3.7
2001,2,25 ,,,,,s/p,3.7
2001,2,26 ,,,,,s/p,3.7
2001,2,27 ,,,,,7.6,11.3
2001,2,28 ,,,,,s/p,11.3
