Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2013,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2013,7,2 ,7.8,25.4,1.4,s/p,34.6,34.6
2013,7,3 ,s/p,s/p,s/p,s/p,s/p,34.6
2013,7,4 ,s/p,s/p,s/p,s/p,s/p,34.6
2013,7,5 ,s/p,s/p,s/p,s/p,s/p,34.6
2013,7,6 ,s/p,s/p,s/p,s/p,s/p,34.6
2013,7,7 ,s/p,s/p,s/p,s/p,s/p,34.6
2013,7,8 ,s/p,0.0,2.0,8.2,10.2,44.8
2013,7,9 ,2.0,0.2,0.8,7.2,10.2,55.0
2013,7,10 ,0.2,1.0,1.0,0.4,2.6,57.6
2013,7,11 ,s/p,s/p,s/p,s/p,s/p,57.6
2013,7,12 ,s/p,s/p,s/p,0.4,0.4,58.0
2013,7,13 ,3.4,s/p,s/p,s/p,3.4,61.4
2013,7,14 ,0.8,s/p,s/p,s/p,0.8,62.2
2013,7,15 ,s/p,s/p,s/p,s/p,s/p,62.2
2013,7,16 ,s/p,s/p,s/p,s/p,s/p,62.2
2013,7,17 ,0.0,0.2,s/p,s/p,0.2,62.4
2013,7,18 ,s/p,s/p,s/p,s/p,s/p,62.4
2013,7,19 ,s/p,s/p,s/p,1.2,1.2,63.6
2013,7,20 ,0.2,1.0,s/p,s/p,1.2,64.8
2013,7,21 ,s/p,s/p,s/p,s/p,s/p,64.8
2013,7,22 ,s/p,s/p,s/p,s/p,s/p,64.8
2013,7,23 ,s/p,s/p,s/p,s/p,s/p,64.8
2013,7,24 ,s/p,s/p,s/p,s/p,s/p,64.8
2013,7,25 ,s/p,s/p,s/p,1.4,1.4,66.2
2013,7,26 ,2.8,6.2,1.6,0.2,10.8,77.0
2013,7,27 ,s/p,s/p,s/p,s/p,s/p,77.0
2013,7,28 ,s/p,s/p,s/p,0.0,0.0,77.0
2013,7,29 ,0.2,s/p,0.6,0.6,1.4,78.4
2013,7,30 ,1.0,0.2,s/p,0.2,1.4,79.8
2013,7,31 ,s/p,s/p,s/p,s/p,s/p,79.8
