Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2016,2,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,2,11 ,s/p,s/p,s/p,0.3,0.3,0.3
2016,2,12 ,s/p,1.1,2.2,0.1,3.4,3.7
2016,2,13 ,s/p,s/p,s/p,s/p,s/p,3.7
2016,2,14 ,s/p,s/p,s/p,s/p,s/p,3.7
2016,2,15 ,s/p,s/p,s/p,s/p,s/p,3.7
2016,2,16 ,s/p,s/p,s/p,s/p,s/p,3.7
2016,2,17 ,s/p,s/p,s/p,1.0,1.0,4.7
2016,2,18 ,2.6,s/p,s/p,s/p,2.6,7.3
2016,2,19 ,s/p,s/p,s/p,s/p,s/p,7.3
2016,2,20 ,,s/p,s/p,,s/p,7.3
2016,2,21 ,s/p,s/p,s/p,,s/p,7.3
2016,2,22 ,s/p,1.1,0.2,0.1,1.4,8.7
2016,2,23 ,s/p,s/p,s/p,,s/p,8.7
2016,2,24 ,s/p,s/p,s/p,0.1,0.1,8.8
2016,2,25 ,s/p,s/p,0.6,s/p,0.6,9.4
2016,2,26 ,s/p,s/p,s/p,s/p,s/p,9.4
2016,2,27 ,s/p,s/p,s/p,s/p,s/p,9.4
2016,2,28 ,s/p,s/p,s/p,s/p,s/p,9.4
2016,2,29 ,s/p,s/p,s/p,s/p,s/p,9.4
