Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2016,12,1 ,,,,,s/p,s/p
2016,12,2 ,,,,,s/p,s/p
2016,12,3 ,,,,,s/p,s/p
2016,12,4 ,,,,,s/p,s/p
2016,12,5 ,,,,,18.5,18.5
2016,12,6 ,,,,,s/p,18.5
2016,12,7 ,,,,,s/p,18.5
2016,12,8 ,,,,,s/p,18.5
2016,12,9 ,,,,,s/p,18.5
2016,12,10 ,,,,,1.0,19.5
2016,12,11 ,,,,,s/p,19.5
2016,12,12 ,,,,,8.5,28.0
2016,12,13 ,,,,,s/p,28.0
2016,12,14 ,,,,,s/p,28.0
2016,12,15 ,,,,,s/p,28.0
2016,12,16 ,,,,,s/p,28.0
2016,12,17 ,,,,,7.5,35.5
2016,12,18 ,,,,,s/p,35.5
2016,12,19 ,,,,,s/p,35.5
2016,12,20 ,,,,,s/p,35.5
2016,12,21 ,,,,,43.0,78.5
2016,12,22 ,,,,,2.5,81.0
2016,12,23 ,,,,,s/p,81.0
2016,12,24 ,,,,,s/p,81.0
2016,12,25 ,,,,,9.0,90.0
2016,12,26 ,,,,,3.0,93.0
2016,12,27 ,,,,,s/p,93.0
2016,12,28 ,,,,,s/p,93.0
2016,12,29 ,,,,,s/p,93.0
2016,12,30 ,,,,,s/p,93.0
2016,12,31 ,,,,,2.5,95.5
