Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,5,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,7 ,s/p,s/p,4.0,3.2,7.2,7.2
2017,5,8 ,0.1,s/p,s/p,s/p,0.1,7.3
2017,5,9 ,s/p,s/p,s/p,s/p,s/p,7.3
2017,5,10 ,s/p,s/p,2.0,7.6,9.6,16.9
2017,5,11 ,14.2,11.4,2.8,0.5,28.9,45.8
2017,5,12 ,s/p,s/p,s/p,s/p,s/p,45.8
2017,5,13 ,s/p,s/p,s/p,s/p,s/p,45.8
2017,5,14 ,5.3,3.9,s/p,0.1,9.3,55.1
2017,5,15 ,s/p,s/p,s/p,s/p,s/p,55.1
2017,5,16 ,0.1,s/p,s/p,s/p,0.1,55.2
2017,5,17 ,s/p,s/p,0.1,11.7,11.8,67.0
2017,5,18 ,3.2,0.1,0.1,s/p,3.4,70.4
2017,5,19 ,0.1,s/p,s/p,s/p,0.1,70.5
2017,5,20 ,s/p,s/p,s/p,s/p,s/p,70.5
2017,5,21 ,s/p,s/p,s/p,s/p,s/p,70.5
2017,5,22 ,s/p,s/p,s/p,s/p,s/p,70.5
2017,5,23 ,s/p,s/p,s/p,s/p,s/p,70.5
2017,5,24 ,0.2,3.4,5.0,11.2,19.8,90.3
2017,5,25 ,3.9,0.1,s/p,,4.0,94.3
2017,5,26 ,s/p,s/p,s/p,s/p,s/p,94.3
2017,5,27 ,s/p,s/p,s/p,s/p,s/p,94.3
2017,5,28 ,s/p,s/p,s/p,s/p,s/p,94.3
2017,5,29 ,s/p,s/p,s/p,s/p,s/p,94.3
2017,5,30 ,s/p,s/p,s/p,s/p,s/p,94.3
2017,5,31 ,s/p,s/p,s/p,s/p,s/p,94.3
