Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,11,1 ,s/p,s/p,s/p,,s/p,s/p
2020,11,2 ,s/p,s/p,0.6,s/p,0.6,0.6
2020,11,3 ,s/p,0.6,6.5,0.8,7.9,8.5
2020,11,4 ,1.9,2.2,s/p,s/p,4.1,12.6
2020,11,5 ,s/p,s/p,s/p,s/p,s/p,12.6
2020,11,6 ,s/p,s/p,s/p,s/p,s/p,12.6
2020,11,7 ,s/p,s/p,s/p,s/p,s/p,12.6
2020,11,8 ,s/p,s/p,s/p,0.5,0.5,13.1
2020,11,9 ,0.1,s/p,s/p,s/p,0.1,13.2
2020,11,10 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,11 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,12 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,13 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,14 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,15 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,16 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,17 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,18 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,19 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,20 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,21 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,22 ,s/p,s/p,s/p,s/p,s/p,13.2
2020,11,23 ,s/p,s/p,0.3,s/p,0.3,13.5
2020,11,24 ,s/p,s/p,0.1,s/p,0.1,13.6
2020,11,25 ,s/p,s/p,s/p,s/p,s/p,13.6
2020,11,26 ,s/p,s/p,1.6,s/p,1.6,15.2
2020,11,27 ,s/p,0.7,s/p,s/p,0.7,15.9
2020,11,28 ,s/p,s/p,0.1,0.1,0.2,16.1
2020,11,29 ,s/p,s/p,s/p,s/p,s/p,16.1
2020,11,30 ,s/p,s/p,0.3,0.4,0.7,16.8
