Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2010,9,1 ,,,,,s/p,s/p
2010,9,2 ,,,,,s/p,s/p
2010,9,3 ,,,,,s/p,s/p
2010,9,4 ,,,,,s/p,s/p
2010,9,5 ,,,,,s/p,s/p
2010,9,6 ,,,,,s/p,s/p
2010,9,7 ,,,,,s/p,s/p
2010,9,8 ,,,,,s/p,s/p
2010,9,9 ,,,,,s/p,s/p
2010,9,10 ,,,,,s/p,s/p
2010,9,11 ,,,,,s/p,s/p
2010,9,12 ,,,,,0.8,0.8
2010,9,13 ,,,,,s/p,0.8
2010,9,14 ,,,,,10.5,11.3
2010,9,15 ,,,,,0.2,11.5
2010,9,16 ,,,,,0.3,11.8
2010,9,17 ,,,,,s/p,11.8
2010,9,18 ,,,,,s/p,11.8
2010,9,19 ,,,,,16.4,28.2
2010,9,20 ,,,,,0.6,28.8
2010,9,21 ,,,,,0.2,29.0
2010,9,22 ,,,,,s/p,29.0
2010,9,23 ,,,,,s/p,29.0
2010,9,24 ,,,,,s/p,29.0
2010,9,25 ,,,,,s/p,29.0
2010,9,26 ,,,,,s/p,29.0
2010,9,27 ,,,,,s/p,29.0
2010,9,28 ,,,,,13.5,42.5
2010,9,29 ,,,,,0.3,42.8
2010,9,30 ,,,,,s/p,42.8
