Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2015,7,1 ,0.2,1.4,,0.4,2.0,2.0
2015,7,2 ,0.0,,,0.0,0.0,2.0
2015,7,3 ,s/p,s/p,,s/p,s/p,2.0
2015,7,4 ,s/p,s/p,,s/p,s/p,2.0
2015,7,5 ,s/p,s/p,,0.2,0.2,2.2
2015,7,6 ,0.2,s/p,,0.2,0.4,2.6
2015,7,7 ,s/p,5.0,,7.2,12.2,14.8
2015,7,8 ,1.2,s/p,,0.2,1.4,16.2
2015,7,9 ,s/p,s/p,,s/p,s/p,16.2
2015,7,10 ,s/p,s/p,,s/p,s/p,16.2
2015,7,11 ,s/p,0.0,,s/p,0.0,16.2
2015,7,12 ,s/p,s/p,,3.2,3.2,19.4
2015,7,13 ,0.0,s/p,,s/p,0.0,19.4
2015,7,14 ,0.0,2.0,,12.4,14.4,33.8
2015,7,15 ,1.0,0.6,,s/p,1.6,35.4
2015,7,16 ,0.0,s/p,,2.0,2.0,37.4
2015,7,17 ,0.4,0.4,,0.2,1.0,38.4
2015,7,18 ,10.0,0.8,,0.2,11.0,49.4
2015,7,19 ,s/p,s/p,,s/p,s/p,49.4
2015,7,20 ,s/p,,,0.6,0.6,50.0
2015,7,21 ,0.2,s/p,,s/p,0.2,50.2
2015,7,22 ,0.0,0.2,,4.0,4.2,54.4
2015,7,23 ,s/p,s/p,,1.8,1.8,56.2
2015,7,24 ,0.2,0.8,,0.2,1.2,57.4
2015,7,25 ,0.8,1.0,,s/p,1.8,59.2
2015,7,26 ,s/p,s/p,,s/p,s/p,59.2
2015,7,27 ,0.2,0.2,,s/p,0.4,59.6
2015,7,28 ,s/p,s/p,,s/p,s/p,59.6
2015,7,29 ,s/p,s/p,,2.4,2.4,62.0
2015,7,30 ,0.0,s/p,,s/p,0.0,62.0
2015,7,31 ,s/p,,,,s/p,62.0
