Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2018,6,1 ,0.1,s/p,s/p,s/p,0.1,0.1
2018,6,2 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,3 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,4 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,5 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,6 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,7 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,8 ,s/p,s/p,s/p,s/p,s/p,0.1
2018,6,9 ,s/p,0.4,5.9,3.7,10.0,10.1
2018,6,10 ,2.9,2.3,1.9,1.7,8.8,18.9
2018,6,11 ,1.8,1.6,1.4,0.9,5.7,24.6
2018,6,12 ,1.3,1.5,1.1,0.9,4.8,29.4
2018,6,13 ,1.7,1.3,1.0,0.8,4.8,34.2
2018,6,14 ,0.9,0.7,0.6,0.5,2.7,36.9
2018,6,15 ,0.6,0.8,0.6,0.4,2.4,39.3
2018,6,16 ,0.6,0.5,0.3,0.2,1.6,40.9
2018,6,17 ,0.4,0.3,0.2,0.1,1.0,41.9
2018,6,18 ,0.3,0.1,0.1,s/p,0.5,42.4
2018,6,19 ,s/p,s/p,s/p,s/p,s/p,42.4
2018,6,20 ,s/p,s/p,s/p,s/p,s/p,42.4
2018,6,21 ,s/p,s/p,s/p,s/p,s/p,42.4
2018,6,22 ,s/p,s/p,s/p,s/p,s/p,42.4
2018,6,23 ,s/p,s/p,0.1,0.6,0.7,43.1
2018,6,24 ,0.9,s/p,s/p,s/p,0.9,44.0
2018,6,25 ,s/p,s/p,s/p,s/p,s/p,44.0
2018,6,26 ,s/p,s/p,s/p,s/p,s/p,44.0
2018,6,27 ,s/p,s/p,s/p,s/p,s/p,44.0
2018,6,28 ,s/p,s/p,s/p,s/p,s/p,44.0
2018,6,29 ,s/p,s/p,s/p,s/p,s/p,44.0
2018,6,30 ,s/p,s/p,s/p,s/p,s/p,44.0
