Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,6,1 ,,,,,s/p,s/p
2011,6,2 ,,,,,s/p,s/p
2011,6,3 ,,,,,s/p,s/p
2011,6,4 ,,,,,s/p,s/p
2011,6,5 ,,,,,2.3,2.3
2011,6,6 ,,,,,s/p,2.3
2011,6,7 ,,,,,19.1,21.4
2011,6,8 ,,,,,s/p,21.4
2011,6,9 ,,,,,s/p,21.4
2011,6,10 ,,,,,s/p,21.4
2011,6,11 ,,,,,s/p,21.4
2011,6,12 ,,,,,s/p,21.4
2011,6,13 ,,,,,s/p,21.4
2011,6,14 ,,,,,s/p,21.4
2011,6,15 ,,,,,s/p,21.4
2011,6,16 ,,,,,s/p,21.4
2011,6,17 ,,,,,s/p,21.4
2011,6,18 ,,,,,34.8,56.2
2011,6,19 ,,,,,18.2,74.4
2011,6,20 ,,,,,s/p,74.4
2011,6,21 ,,,,,3.1,77.5
2011,6,22 ,,,,,s/p,77.5
2011,6,23 ,,,,,s/p,77.5
2011,6,24 ,,,,,s/p,77.5
2011,6,25 ,,,,,s/p,77.5
2011,6,26 ,,,,,s/p,77.5
2011,6,27 ,,,,,s/p,77.5
2011,6,28 ,,,,,s/p,77.5
2011,6,29 ,,,,,25.7,103.2
2011,6,30 ,,,,,s/p,103.2
