,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020,6,1,-3.5,12.8,4.4,4.4,24
1,2020,6,2,-3.2,,,2.4,18
2,2020,6,3,,,,,
3,2020,6,4,,,,,
4,2020,6,5,,,,,
5,2020,6,6,,,,,
6,2020,6,7,,,,,
7,2020,6,8,,,,,
8,2020,6,9,,,,,
9,2020,6,10,,,,,
10,2020,6,11,,,,,
11,2020,6,12,,,,,
12,2020,6,13,,,,,
13,2020,6,14,,,,,
14,2020,6,15,,,,,
15,2020,6,16,,,,,
16,2020,6,17,,,,,
17,2020,6,18,,,,,
18,2020,6,19,,,,,
19,2020,6,20,,,,,
20,2020,6,21,,,,,
21,2020,6,22,,,,,
22,2020,6,23,,,,,
23,2020,6,24,,,,,
24,2020,6,25,,,,,
25,2020,6,26,,,,,
26,2020,6,27,,,,,
27,2020,6,28,,,,,
28,2020,6,29,,,,,
29,2020,6,30,,,,,
