Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,5,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,5,2 ,1.9,s/p,s/p,s/p,1.9,1.9
2017,5,3 ,s/p,s/p,s/p,0.1,0.1,2.0
2017,5,4 ,s/p,s/p,s/p,s/p,s/p,2.0
2017,5,5 ,s/p,s/p,s/p,s/p,s/p,2.0
2017,5,6 ,s/p,s/p,16.3,2.6,18.9,20.9
2017,5,7 ,s/p,2.2,s/p,s/p,2.2,23.1
2017,5,8 ,s/p,s/p,s/p,s/p,s/p,23.1
2017,5,9 ,s/p,s/p,s/p,s/p,s/p,23.1
2017,5,10 ,s/p,s/p,0.7,1.9,2.6,25.7
2017,5,11 ,3.8,2.9,0.2,s/p,6.9,32.6
2017,5,12 ,s/p,s/p,s/p,s/p,s/p,32.6
2017,5,13 ,s/p,s/p,s/p,5.6,5.6,38.2
2017,5,14 ,5.6,s/p,s/p,s/p,5.6,43.8
2017,5,15 ,s/p,s/p,s/p,0.2,0.2,44.0
2017,5,16 ,s/p,s/p,s/p,s/p,s/p,44.0
2017,5,17 ,10.9,11.9,5.0,2.7,30.5,74.5
2017,5,18 ,s/p,0.1,s/p,0.1,0.2,74.7
2017,5,19 ,s/p,s/p,s/p,0.2,0.2,74.9
2017,5,20 ,s/p,s/p,s/p,0.1,0.1,75.0
2017,5,21 ,s/p,s/p,s/p,s/p,s/p,75.0
2017,5,22 ,s/p,s/p,s/p,s/p,s/p,75.0
2017,5,23 ,0.1,s/p,s/p,0.1,0.2,75.2
2017,5,24 ,s/p,s/p,s/p,s/p,s/p,75.2
2017,5,25 ,s/p,s/p,,0.1,0.1,75.3
2017,5,26 ,s/p,s/p,,,s/p,75.3
2017,5,27 ,s/p,s/p,s/p,0.2,0.2,75.5
2017,5,28 ,s/p,s/p,s/p,0.2,0.2,75.7
2017,5,29 ,s/p,s/p,0.1,0.1,0.2,75.9
2017,5,30 ,0.1,s/p,s/p,s/p,0.1,76.0
2017,5,31 ,s/p,s/p,s/p,0.1,0.1,76.1
