Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,9,1 ,s/p,s/p,,s/p,s/p,s/p
2020,9,2 ,s/p,s/p,,0.2,0.2,0.2
2020,9,3 ,2.4,s/p,,s/p,2.4,2.6
2020,9,4 ,s/p,s/p,,s/p,s/p,2.6
2020,9,5 ,s/p,,,0.1,0.1,2.7
2020,9,6 ,s/p,s/p,s/p,s/p,s/p,2.7
2020,9,7 ,s/p,s/p,s/p,6.9,6.9,9.6
2020,9,8 ,12.6,0.1,s/p,s/p,12.7,22.3
2020,9,9 ,s/p,s/p,1.0,7.4,8.4,30.7
2020,9,10 ,1.5,s/p,s/p,0.1,1.6,32.3
2020,9,11 ,s/p,s/p,s/p,1.0,1.0,33.3
2020,9,12 ,0.6,s/p,s/p,s/p,0.6,33.9
2020,9,13 ,s/p,s/p,s/p,s/p,s/p,33.9
2020,9,14 ,s/p,s/p,s/p,0.2,0.2,34.1
2020,9,15 ,s/p,0.2,0.2,0.2,0.6,34.7
2020,9,16 ,0.1,s/p,s/p,0.4,0.5,35.2
2020,9,17 ,0.7,s/p,s/p,s/p,0.7,35.9
2020,9,18 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,19 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,20 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,21 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,22 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,23 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,24 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,25 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,26 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,27 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,28 ,s/p,s/p,s/p,s/p,s/p,35.9
2020,9,29 ,1.4,6.1,3.3,0.1,10.9,46.8
2020,9,30 ,s/p,s/p,s/p,s/p,s/p,46.8
