Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2000,1,1 ,,,,,s/p,s/p
2000,1,2 ,,,,,1.0,1.0
2000,1,3 ,,,,,2.0,3.0
2000,1,4 ,,,,,s/p,3.0
2000,1,5 ,,,,,s/p,3.0
2000,1,6 ,,,,,s/p,3.0
2000,1,7 ,,,,,0.5,3.5
2000,1,8 ,,,,,s/p,3.5
2000,1,9 ,,,,,10.0,13.5
2000,1,10 ,,,,,5.0,18.5
2000,1,11 ,,,,,6.0,24.5
2000,1,12 ,,,,,3.0,27.5
2000,1,13 ,,,,,5.0,32.5
2000,1,14 ,,,,,11.0,43.5
2000,1,15 ,,,,,10.0,53.5
2000,1,16 ,,,,,3.0,56.5
2000,1,17 ,,,,,s/p,56.5
2000,1,18 ,,,,,3.0,59.5
2000,1,19 ,,,,,3.0,62.5
2000,1,20 ,,,,,3.0,65.5
2000,1,21 ,,,,,19.0,84.5
2000,1,22 ,,,,,2.0,86.5
2000,1,23 ,,,,,9.0,95.5
2000,1,24 ,,,,,9.0,104.5
2000,1,25 ,,,,,4.0,108.5
2000,1,26 ,,,,,9.0,117.5
2000,1,27 ,,,,,20.0,137.5
2000,1,28 ,,,,,8.0,145.5
2000,1,29 ,,,,,2.0,147.5
2000,1,30 ,,,,,1.0,148.5
2000,1,31 ,,,,,1.0,149.5
