Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,12,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,7 ,s/p,s/p,,s/p,s/p,s/p
2019,12,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,12,10 ,s/p,s/p,0.3,10.0,10.3,10.3
2019,12,11 ,5.1,0.9,s/p,s/p,6.0,16.3
2019,12,12 ,s/p,s/p,s/p,s/p,s/p,16.3
2019,12,13 ,s/p,5.3,1.2,s/p,6.5,22.8
2019,12,14 ,s/p,s/p,s/p,4.5,4.5,27.3
2019,12,15 ,0.4,s/p,s/p,s/p,0.4,27.7
2019,12,16 ,s/p,s/p,s/p,s/p,s/p,27.7
2019,12,17 ,s/p,3.8,0.3,7.8,11.9,39.6
2019,12,18 ,9.6,1.6,s/p,s/p,11.2,50.8
2019,12,19 ,0.3,0.5,s/p,0.1,0.9,51.7
2019,12,20 ,s/p,s/p,s/p,s/p,s/p,51.7
2019,12,21 ,s/p,s/p,s/p,s/p,s/p,51.7
2019,12,22 ,s/p,s/p,9.7,2.0,11.7,63.4
2019,12,23 ,1.8,15.0,9.6,4.1,30.5,93.9
2019,12,24 ,6.1,0.1,s/p,s/p,6.2,100.1
2019,12,25 ,s/p,s/p,s/p,s/p,s/p,100.1
2019,12,26 ,s/p,s/p,s/p,s/p,s/p,100.1
2019,12,27 ,12.4,16.7,s/p,0.1,29.2,129.3
2019,12,28 ,s/p,s/p,s/p,s/p,s/p,129.3
2019,12,29 ,s/p,s/p,s/p,s/p,s/p,129.3
2019,12,30 ,s/p,s/p,s/p,s/p,s/p,129.3
2019,12,31 ,s/p,s/p,s/p,s/p,s/p,129.3
