Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,10,1 ,0.9,4.7,s/p,s/p,5.6,5.6
2020,10,2 ,s/p,s/p,s/p,s/p,s/p,5.6
2020,10,3 ,s/p,0.4,,0.1,0.5,6.1
2020,10,4 ,s/p,s/p,s/p,s/p,s/p,6.1
2020,10,5 ,s/p,s/p,s/p,s/p,s/p,6.1
2020,10,6 ,0.3,s/p,1.3,0.6,2.2,8.3
2020,10,7 ,s/p,s/p,s/p,s/p,s/p,8.3
2020,10,8 ,s/p,s/p,s/p,0.2,0.2,8.5
2020,10,9 ,s/p,s/p,0.3,3.1,3.4,11.9
2020,10,10 ,s/p,,,s/p,s/p,11.9
2020,10,11 ,s/p,s/p,s/p,s/p,s/p,11.9
2020,10,12 ,s/p,s/p,s/p,s/p,s/p,11.9
2020,10,13 ,s/p,s/p,s/p,s/p,s/p,11.9
2020,10,14 ,s/p,s/p,s/p,s/p,s/p,11.9
2020,10,15 ,s/p,s/p,s/p,s/p,s/p,11.9
2020,10,16 ,3.0,s/p,s/p,s/p,3.0,14.9
2020,10,17 ,s/p,0.8,s/p,s/p,0.8,15.7
2020,10,18 ,s/p,,s/p,1.1,1.1,16.8
2020,10,19 ,s/p,s/p,s/p,s/p,s/p,16.8
2020,10,20 ,s/p,s/p,s/p,s/p,s/p,16.8
2020,10,21 ,s/p,,s/p,s/p,s/p,16.8
2020,10,22 ,s/p,s/p,s/p,s/p,s/p,16.8
2020,10,23 ,s/p,s/p,s/p,5.1,5.1,21.9
2020,10,24 ,12.7,1.3,s/p,2.7,16.7,38.6
2020,10,25 ,0.5,,s/p,s/p,0.5,39.1
2020,10,26 ,s/p,,10.1,2.1,12.2,51.3
2020,10,27 ,2.2,1.9,7.1,0.9,12.1,63.4
2020,10,28 ,s/p,,,s/p,s/p,63.4
2020,10,29 ,s/p,s/p,s/p,s/p,s/p,63.4
2020,10,30 ,s/p,s/p,s/p,s/p,s/p,63.4
2020,10,31 ,s/p,s/p,s/p,,s/p,63.4
