Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2016,12,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,12,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2016,12,3 ,s/p,s/p,s/p,1.3,1.3,1.3
2016,12,4 ,7.7,12.6,s/p,0.1,20.4,21.7
2016,12,5 ,s/p,s/p,s/p,s/p,s/p,21.7
2016,12,6 ,s/p,s/p,s/p,s/p,s/p,21.7
2016,12,7 ,s/p,s/p,s/p,s/p,s/p,21.7
2016,12,8 ,s/p,s/p,s/p,s/p,s/p,21.7
2016,12,9 ,s/p,s/p,s/p,s/p,s/p,21.7
2016,12,10 ,0.1,0.7,s/p,s/p,0.8,22.5
2016,12,11 ,s/p,s/p,s/p,0.9,0.9,23.4
2016,12,12 ,s/p,s/p,s/p,s/p,s/p,23.4
2016,12,13 ,s/p,s/p,s/p,s/p,s/p,23.4
2016,12,14 ,s/p,s/p,s/p,s/p,s/p,23.4
2016,12,15 ,s/p,s/p,s/p,s/p,s/p,23.4
2016,12,16 ,s/p,s/p,s/p,s/p,s/p,23.4
2016,12,17 ,s/p,3.7,1.9,s/p,5.6,29.0
2016,12,18 ,s/p,s/p,s/p,s/p,s/p,29.0
2016,12,19 ,s/p,s/p,s/p,s/p,s/p,29.0
2016,12,20 ,s/p,s/p,7.6,0.2,7.8,36.8
2016,12,21 ,s/p,s/p,s/p,s/p,s/p,36.8
2016,12,22 ,s/p,s/p,s/p,s/p,s/p,36.8
2016,12,23 ,s/p,s/p,s/p,s/p,s/p,36.8
2016,12,24 ,s/p,s/p,s/p,s/p,s/p,36.8
2016,12,25 ,17.1,2.7,0.2,s/p,20.0,56.8
2016,12,26 ,s/p,s/p,s/p,s/p,s/p,56.8
2016,12,27 ,s/p,s/p,s/p,s/p,s/p,56.8
2016,12,28 ,s/p,s/p,s/p,s/p,s/p,56.8
2016,12,29 ,s/p,s/p,s/p,s/p,s/p,56.8
2016,12,30 ,s/p,s/p,s/p,0.1,0.1,56.9
2016,12,31 ,0.1,s/p,s/p,s/p,0.1,57.0
