Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2015,5,1 ,,,,,19.8,19.8
2015,5,2 ,,,,,s/p,19.8
2015,5,3 ,,,,,2.7,22.5
2015,5,4 ,,,,,s/p,22.5
2015,5,5 ,,,,,s/p,22.5
2015,5,6 ,,,,,s/p,22.5
2015,5,7 ,,,,,s/p,22.5
2015,5,8 ,,,,,7.0,29.5
2015,5,9 ,,,,,s/p,29.5
2015,5,10 ,,,,,5.9,35.4
2015,5,11 ,,,,,s/p,35.4
2015,5,12 ,,,,,s/p,35.4
2015,5,13 ,,,,,s/p,35.4
2015,5,14 ,,,,,s/p,35.4
2015,5,15 ,,,,,s/p,35.4
2015,5,16 ,,,,,s/p,35.4
2015,5,17 ,,,,,19.6,55.0
2015,5,18 ,,,,,48.6,103.6
2015,5,19 ,,,,,0.1,103.7
2015,5,20 ,,,,,19.5,123.2
2015,5,21 ,,,,,4.4,127.6
2015,5,22 ,,,,,2.5,130.1
2015,5,23 ,,,,,s/p,130.1
2015,5,24 ,,,,,s/p,130.1
2015,5,25 ,,,,,s/p,130.1
2015,5,26 ,,,,,s/p,130.1
2015,5,27 ,,,,,s/p,130.1
2015,5,28 ,,,,,s/p,130.1
2015,5,29 ,,,,,24.6,154.7
2015,5,30 ,,,,,4.5,159.2
2015,5,31 ,,,,,20.1,179.3
