Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2018,3,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2018,3,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2018,3,3 ,s/p,1.0,s/p,s/p,1.0,1.0
2018,3,4 ,s/p,s/p,s/p,s/p,s/p,1.0
2018,3,5 ,s/p,s/p,s/p,s/p,s/p,1.0
2018,3,6 ,s/p,s/p,s/p,s/p,s/p,1.0
2018,3,7 ,s/p,s/p,s/p,11.2,11.2,12.2
2018,3,8 ,14.4,15.4,8.0,s/p,37.8,50.0
2018,3,9 ,s/p,s/p,s/p,s/p,s/p,50.0
2018,3,10 ,s/p,2.0,7.8,2.2,12.0,62.0
2018,3,11 ,0.2,s/p,0.6,21.6,22.4,84.4
2018,3,12 ,0.4,s/p,s/p,0.4,0.8,85.2
2018,3,13 ,0.0,9.6,23.6,1.8,35.0,120.2
2018,3,14 ,s/p,s/p,s/p,0.0,0.0,120.2
2018,3,15 ,0.0,5.4,17.2,0.2,22.8,143.0
2018,3,16 ,s/p,0.6,0.6,0.4,1.6,144.6
2018,3,17 ,s/p,s/p,s/p,s/p,s/p,144.6
2018,3,18 ,s/p,s/p,0.2,0.4,0.6,145.2
2018,3,19 ,0.0,0.2,s/p,s/p,0.2,145.4
2018,3,20 ,s/p,s/p,s/p,0.2,0.2,145.6
2018,3,21 ,s/p,4.8,2.0,2.2,9.0,154.6
2018,3,22 ,8.8,3.6,0.2,0.8,13.4,168.0
2018,3,23 ,0.0,1.2,1.0,s/p,2.2,170.2
2018,3,24 ,s/p,s/p,s/p,s/p,s/p,170.2
2018,3,25 ,s/p,s/p,s/p,s/p,s/p,170.2
2018,3,26 ,s/p,s/p,s/p,s/p,s/p,170.2
2018,3,27 ,0.2,2.4,12.8,6.6,22.0,192.2
2018,3,28 ,1.6,s/p,s/p,s/p,1.6,193.8
2018,3,29 ,s/p,s/p,s/p,s/p,s/p,193.8
2018,3,30 ,s/p,s/p,s/p,s/p,s/p,193.8
2018,3,31 ,s/p,s/p,s/p,s/p,s/p,193.8
