Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,10,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,5 ,s/p,s/p,0.2,14.0,14.2,14.2
2019,10,6 ,9.6,2.2,2.4,0.4,14.6,28.8
2019,10,7 ,0.0,s/p,s/p,s/p,0.0,28.8
2019,10,8 ,s/p,s/p,s/p,0.4,0.4,29.2
2019,10,9 ,0.0,0.2,1.0,1.6,2.8,32.0
2019,10,10 ,7.0,0.2,1.0,2.6,10.8,42.8
2019,10,11 ,0.2,1.0,1.6,s/p,2.8,45.6
2019,10,12 ,s/p,s/p,s/p,s/p,s/p,45.6
2019,10,13 ,s/p,s/p,s/p,s/p,s/p,45.6
2019,10,14 ,s/p,s/p,s/p,s/p,s/p,45.6
2019,10,15 ,s/p,s/p,0.4,0.6,1.0,46.6
2019,10,16 ,s/p,s/p,s/p,s/p,s/p,46.6
2019,10,17 ,s/p,s/p,s/p,s/p,s/p,46.6
2019,10,18 ,s/p,s/p,s/p,s/p,s/p,46.6
2019,10,19 ,s/p,s/p,s/p,s/p,s/p,46.6
2019,10,20 ,s/p,2.2,2.8,0.2,5.2,51.8
2019,10,21 ,s/p,s/p,s/p,s/p,s/p,51.8
2019,10,22 ,s/p,s/p,s/p,s/p,s/p,51.8
2019,10,23 ,s/p,s/p,s/p,s/p,s/p,51.8
2019,10,24 ,s/p,0.2,s/p,s/p,0.2,52.0
2019,10,25 ,0.6,4.6,1.8,6.6,13.6,65.6
2019,10,26 ,s/p,2.8,3.6,11.2,17.6,83.2
2019,10,27 ,0.6,s/p,s/p,0.2,0.8,84.0
2019,10,28 ,s/p,0.2,3.4,8.6,12.2,96.2
2019,10,29 ,4.4,1.4,s/p,s/p,5.8,102.0
2019,10,30 ,s/p,s/p,s/p,s/p,s/p,102.0
2019,10,31 ,5.4,15.4,19.8,11.4,52.0,154.0
