Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,4,1 ,s/p,s/p,s/p,0.1,0.1,0.1
2019,4,2 ,s/p,s/p,s/p,s/p,s/p,0.1
2019,4,3 ,s/p,7.5,0.4,s/p,7.9,8.0
2019,4,4 ,s/p,s/p,s/p,s/p,s/p,8.0
2019,4,5 ,s/p,s/p,s/p,0.1,0.1,8.1
2019,4,6 ,s/p,s/p,s/p,s/p,s/p,8.1
2019,4,7 ,s/p,s/p,s/p,0.1,0.1,8.2
2019,4,8 ,s/p,s/p,s/p,0.6,0.6,8.8
2019,4,9 ,1.5,s/p,0.2,s/p,1.7,10.5
2019,4,10 ,s/p,s/p,s/p,0.1,0.1,10.6
2019,4,11 ,s/p,s/p,s/p,0.1,0.1,10.7
2019,4,12 ,s/p,3.5,0.2,1.3,5.0,15.7
2019,4,13 ,0.1,1.3,0.4,0.1,1.9,17.6
2019,4,14 ,s/p,0.1,s/p,0.1,0.2,17.8
2019,4,15 ,s/p,s/p,s/p,0.1,0.1,17.9
2019,4,16 ,s/p,s/p,3.6,2.8,6.4,24.3
2019,4,17 ,0.3,s/p,s/p,0.1,0.4,24.7
2019,4,18 ,s/p,s/p,s/p,s/p,s/p,24.7
2019,4,19 ,s/p,s/p,s/p,s/p,s/p,24.7
2019,4,20 ,s/p,s/p,s/p,s/p,s/p,24.7
2019,4,21 ,s/p,s/p,s/p,s/p,s/p,24.7
2019,4,22 ,0.1,s/p,s/p,s/p,0.1,24.8
2019,4,23 ,s/p,s/p,s/p,0.1,0.1,24.9
2019,4,24 ,0.1,s/p,s/p,s/p,0.1,25.0
2019,4,25 ,s/p,s/p,s/p,s/p,s/p,25.0
2019,4,26 ,s/p,s/p,0.2,0.1,0.3,25.3
2019,4,27 ,1.0,0.1,s/p,0.4,1.5,26.8
2019,4,28 ,s/p,2.0,0.1,0.1,2.2,29.0
2019,4,29 ,s/p,s/p,s/p,0.1,0.1,29.1
2019,4,30 ,s/p,s/p,3.3,2.6,5.9,35.0
