Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,1,1 ,6.4,19.0,3.0,1.5,29.9,29.9
2022,1,2 ,1.4,s/p,s/p,0.8,2.2,32.1
2022,1,3 ,8.1,s/p,0.3,s/p,8.4,40.5
2022,1,4 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,5 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,6 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,7 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,8 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,9 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,10 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,11 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,12 ,s/p,s/p,s/p,s/p,s/p,40.5
2022,1,13 ,s/p,s/p,1.0,s/p,1.0,41.5
2022,1,14 ,s/p,1.2,0.1,s/p,1.3,42.8
2022,1,15 ,s/p,s/p,0.3,0.4,0.7,43.5
2022,1,16 ,1.8,0.1,s/p,s/p,1.9,45.4
2022,1,17 ,s/p,s/p,s/p,s/p,s/p,45.4
2022,1,18 ,s/p,s/p,0.5,4.5,5.0,50.4
2022,1,19 ,2.4,s/p,s/p,s/p,2.4,52.8
2022,1,20 ,0.1,3.0,1.2,s/p,4.3,57.1
2022,1,21 ,s/p,s/p,s/p,2.8,2.8,59.9
2022,1,22 ,5.1,s/p,2.5,3.5,11.1,71.0
2022,1,23 ,1.0,s/p,0.1,s/p,1.1,72.1
2022,1,24 ,s/p,s/p,s/p,s/p,s/p,72.1
2022,1,25 ,s/p,s/p,s/p,s/p,s/p,72.1
2022,1,26 ,s/p,s/p,s/p,s/p,s/p,72.1
2022,1,27 ,s/p,s/p,s/p,s/p,s/p,72.1
2022,1,28 ,,s/p,s/p,s/p,s/p,72.1
2022,1,29 ,s/p,s/p,0.6,0.2,0.8,72.9
2022,1,30 ,s/p,s/p,s/p,s/p,s/p,72.9
2022,1,31 ,s/p,s/p,s/p,s/p,s/p,72.9
