Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2013,5,1 ,s/p,s/p,s/p,0.0,0.0,0.0
2013,5,2 ,1.0,1.2,s/p,s/p,2.2,2.2
2013,5,3 ,s/p,s/p,s/p,s/p,s/p,2.2
2013,5,4 ,0.0,4.0,2.0,0.4,6.4,8.6
2013,5,5 ,1.2,2.4,0.4,4.0,8.0,16.6
2013,5,6 ,s/p,1.0,1.0,1.0,3.0,19.6
2013,5,7 ,s/p,s/p,s/p,s/p,s/p,19.6
2013,5,8 ,s/p,s/p,s/p,8.0,8.0,27.6
2013,5,9 ,0.0,s/p,0.0,0.0,0.0,27.6
2013,5,10 ,s/p,s/p,0.0,0.2,0.2,27.8
2013,5,11 ,s/p,0.0,0.2,1.0,1.2,29.0
2013,5,12 ,s/p,5.0,0.0,s/p,5.0,34.0
2013,5,13 ,s/p,s/p,10.0,8.0,18.0,52.0
2013,5,14 ,s/p,s/p,s/p,s/p,s/p,52.0
2013,5,15 ,0.0,0.2,0.0,0.6,0.8,52.8
2013,5,16 ,s/p,s/p,s/p,s/p,s/p,52.8
2013,5,17 ,3.0,4.0,s/p,0.0,7.0,59.8
2013,5,18 ,0.2,s/p,s/p,s/p,0.2,60.0
2013,5,19 ,0.6,1.6,s/p,0.6,2.8,62.8
2013,5,20 ,0.8,0.0,2.8,5.0,8.6,71.4
2013,5,21 ,1.0,2.2,s/p,1.0,4.2,75.6
2013,5,22 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,23 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,24 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,25 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,26 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,27 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,28 ,s/p,s/p,s/p,s/p,s/p,75.6
2013,5,29 ,0.0,s/p,0.0,0.0,0.0,75.6
2013,5,30 ,s/p,1.0,6.0,8.0,15.0,90.6
2013,5,31 ,1.0,1.0,1.0,s/p,3.0,93.6
