Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,2 ,s/p,s/p,s/p,,s/p,s/p
2011,7,3 ,,,,,,
2011,7,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,11 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,12 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,13 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,14 ,s/p,12.2,4.4,1.2,17.8,17.8
2011,7,15 ,11.2,0.4,0.2,s/p,11.8,29.6
2011,7,16 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,17 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,18 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,19 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,20 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,21 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,22 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,23 ,s/p,s/p,s/p,s/p,s/p,29.6
2011,7,24 ,s/p,s/p,3.4,0.2,3.6,33.2
2011,7,25 ,s/p,s/p,s/p,s/p,s/p,33.2
2011,7,26 ,s/p,s/p,s/p,s/p,s/p,33.2
2011,7,27 ,s/p,s/p,s/p,s/p,s/p,33.2
2011,7,28 ,s/p,s/p,s/p,s/p,s/p,33.2
2011,7,29 ,s/p,s/p,s/p,s/p,s/p,33.2
2011,7,30 ,s/p,6.2,s/p,0.2,6.4,39.6
2011,7,31 ,0.4,s/p,s/p,s/p,0.4,40.0
