Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,12,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,11 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,12 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,13 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,14 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,15 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,16 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,17 ,s/p,s/p,s/p,s/p,s/p,s/p
2017,12,18 ,s/p,0.1,0.2,s/p,0.3,0.3
2017,12,19 ,s/p,3.2,1.8,1.4,6.4,6.7
2017,12,20 ,s/p,1.0,s/p,s/p,1.0,7.7
2017,12,21 ,s/p,6.4,s/p,s/p,6.4,14.1
2017,12,22 ,s/p,s/p,s/p,s/p,s/p,14.1
2017,12,23 ,s/p,s/p,s/p,s/p,s/p,14.1
2017,12,24 ,s/p,s/p,s/p,s/p,s/p,14.1
2017,12,25 ,s/p,s/p,s/p,s/p,s/p,14.1
2017,12,26 ,s/p,2.7,4.6,s/p,7.3,21.4
2017,12,27 ,s/p,3.5,0.5,1.5,5.5,26.9
2017,12,28 ,0.9,1.0,0.9,0.7,3.5,30.4
2017,12,29 ,1.2,3.6,1.0,s/p,5.8,36.2
2017,12,30 ,s/p,7.6,0.5,s/p,8.1,44.3
2017,12,31 ,s/p,1.0,s/p,s/p,1.0,45.3
