Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2016,12,1 ,s/p,,,s/p,s/p,s/p
2016,12,2 ,s/p,,,,s/p,s/p
2016,12,3 ,,,,,,
2016,12,4 ,,,,8.4,8.4,8.4
2016,12,5 ,0.8,,,0.2,1.0,9.4
2016,12,6 ,s/p,,,s/p,s/p,9.4
2016,12,7 ,0.2,,,,0.2,9.6
2016,12,8 ,,,,s/p,s/p,9.6
2016,12,9 ,s/p,,,,s/p,9.6
2016,12,10 ,,,,,,
2016,12,11 ,,,,22.5,22.5,32.1
2016,12,12 ,0.3,,,0.0,0.3,32.4
2016,12,13 ,s/p,,,s/p,s/p,32.4
2016,12,14 ,s/p,,,0.0,0.0,32.4
2016,12,15 ,s/p,,,4.3,4.3,36.7
2016,12,16 ,0.0,,,,0.0,36.7
2016,12,17 ,,,,,,
2016,12,18 ,,,,s/p,s/p,36.7
2016,12,19 ,0.2,,,16.4,16.6,53.3
2016,12,20 ,1.2,,,1.5,2.7,56.0
2016,12,21 ,0.2,,,0.2,0.4,56.4
2016,12,22 ,0.3,,,1.2,1.5,57.9
2016,12,23 ,,,,,,
2016,12,24 ,,,,,,
2016,12,25 ,,,,,,
2016,12,26 ,,,,14.9,14.9,72.8
2016,12,27 ,s/p,,,s/p,s/p,72.8
2016,12,28 ,s/p,,,s/p,s/p,72.8
2016,12,29 ,s/p,,,s/p,s/p,72.8
2016,12,30 ,s/p,,,,s/p,72.8
2016,12,31 ,,,,,s/p,72.8
