Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,4,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,4,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,4,3 ,s/p,s/p,2.6,2.6,5.2,5.2
2012,4,4 ,0.0,s/p,s/p,s/p,0.0,5.2
2012,4,5 ,s/p,0.6,3.8,4.2,8.6,13.8
2012,4,6 ,1.2,s/p,2.2,1.4,4.8,18.6
2012,4,7 ,2.4,s/p,s/p,s/p,2.4,21.0
2012,4,8 ,s/p,s/p,s/p,s/p,s/p,21.0
2012,4,9 ,s/p,s/p,s/p,s/p,s/p,21.0
2012,4,10 ,s/p,s/p,s/p,s/p,s/p,21.0
2012,4,11 ,s/p,s/p,s/p,s/p,s/p,21.0
2012,4,12 ,s/p,s/p,0.0,1.4,1.4,22.4
2012,4,13 ,1.0,s/p,s/p,s/p,1.0,23.4
2012,4,14 ,s/p,s/p,s/p,s/p,s/p,23.4
2012,4,15 ,s/p,s/p,s/p,s/p,s/p,23.4
2012,4,16 ,s/p,s/p,s/p,s/p,s/p,23.4
2012,4,17 ,s/p,s/p,s/p,s/p,s/p,23.4
2012,4,18 ,s/p,0.4,s/p,s/p,0.4,23.8
2012,4,19 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,20 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,21 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,22 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,23 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,24 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,25 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,26 ,s/p,s/p,s/p,s/p,s/p,23.8
2012,4,27 ,s/p,0.2,s/p,0.2,0.4,24.2
2012,4,28 ,s/p,s/p,0.0,s/p,0.0,24.2
2012,4,29 ,s/p,s/p,s/p,s/p,s/p,24.2
2012,4,30 ,0.2,10.2,s/p,s/p,10.4,34.6
