Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,9,1 ,0.1,s/p,s/p,0.1,0.2,0.2
2017,9,2 ,s/p,s/p,s/p,0.2,0.2,0.4
2017,9,3 ,0.1,s/p,s/p,s/p,0.1,0.5
2017,9,4 ,s/p,s/p,s/p,s/p,s/p,0.5
2017,9,5 ,s/p,s/p,,,s/p,0.5
2017,9,6 ,s/p,,,,s/p,0.5
2017,9,7 ,s/p,s/p,0.1,0.7,0.8,1.3
2017,9,8 ,s/p,s/p,s/p,s/p,s/p,1.3
2017,9,9 ,0.1,,,,0.1,1.4
2017,9,10 ,2.4,11.1,0.1,0.1,13.7,15.1
2017,9,11 ,s/p,s/p,s/p,s/p,s/p,15.1
2017,9,12 ,s/p,s/p,s/p,s/p,s/p,15.1
2017,9,13 ,s/p,s/p,s/p,s/p,s/p,15.1
2017,9,14 ,0.1,s/p,s/p,s/p,0.1,15.2
2017,9,15 ,s/p,s/p,s/p,s/p,s/p,15.2
2017,9,16 ,s/p,s/p,s/p,s/p,s/p,15.2
2017,9,17 ,s/p,s/p,s/p,s/p,s/p,15.2
2017,9,18 ,s/p,s/p,0.3,1.4,1.7,16.9
2017,9,19 ,0.4,s/p,s/p,s/p,0.4,17.3
2017,9,20 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,21 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,22 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,23 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,24 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,25 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,26 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,27 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,28 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,29 ,s/p,s/p,s/p,s/p,s/p,17.3
2017,9,30 ,14.1,7.8,s/p,0.2,22.1,39.4
