Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1985,2,1 ,,,,,s/p,s/p
1985,2,2 ,,,,,s/p,s/p
1985,2,3 ,,,,,s/p,s/p
1985,2,4 ,,,,,9.2,9.2
1985,2,5 ,,,,,s/p,9.2
1985,2,6 ,,,,,4.0,13.2
1985,2,7 ,,,,,0.7,13.9
1985,2,8 ,,,,,0.7,14.6
1985,2,9 ,,,,,1.4,16.0
1985,2,10 ,,,,,s/p,16.0
1985,2,11 ,,,,,s/p,16.0
1985,2,12 ,,,,,s/p,16.0
1985,2,13 ,,,,,4.4,20.4
1985,2,14 ,,,,,7.3,27.7
1985,2,15 ,,,,,7.4,35.1
1985,2,16 ,,,,,s/p,35.1
1985,2,17 ,,,,,s/p,35.1
1985,2,18 ,,,,,s/p,35.1
1985,2,19 ,,,,,2.8,37.9
1985,2,20 ,,,,,0.3,38.2
1985,2,21 ,,,,,1.4,39.6
1985,2,22 ,,,,,5.4,45.0
1985,2,23 ,,,,,9.2,54.2
1985,2,24 ,,,,,s/p,54.2
1985,2,25 ,,,,,9.2,63.4
1985,2,26 ,,,,,3.0,66.4
1985,2,27 ,,,,,8.5,74.9
1985,2,28 ,,,,,3.0,77.9
