Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,4,1 ,2.0,4.0,9.4,s/p,15.4,15.4
2019,4,2 ,s/p,0.2,0.1,s/p,0.3,15.7
2019,4,3 ,s/p,s/p,0.1,s/p,0.1,15.8
2019,4,4 ,s/p,s/p,s/p,s/p,s/p,15.8
2019,4,5 ,5.3,0.7,s/p,s/p,6.0,21.8
2019,4,6 ,0.6,2.2,0.6,s/p,3.4,25.2
2019,4,7 ,s/p,s/p,s/p,s/p,s/p,25.2
2019,4,8 ,s/p,0.1,7.1,0.1,7.3,32.5
2019,4,9 ,1.1,s/p,s/p,s/p,1.1,33.6
2019,4,10 ,0.1,s/p,3.7,s/p,3.8,37.4
2019,4,11 ,s/p,s/p,s/p,s/p,s/p,37.4
2019,4,12 ,14.4,2.8,2.2,s/p,19.4,56.8
2019,4,13 ,s/p,s/p,s/p,s/p,s/p,56.8
2019,4,14 ,s/p,s/p,s/p,s/p,s/p,56.8
2019,4,15 ,s/p,s/p,s/p,s/p,s/p,56.8
2019,4,16 ,s/p,1.5,s/p,s/p,1.5,58.3
2019,4,17 ,s/p,s/p,s/p,s/p,s/p,58.3
2019,4,18 ,0.1,s/p,0.1,s/p,0.2,58.5
2019,4,19 ,0.1,s/p,s/p,s/p,0.1,58.6
2019,4,20 ,s/p,s/p,s/p,s/p,s/p,58.6
2019,4,21 ,s/p,s/p,s/p,s/p,s/p,58.6
2019,4,22 ,s/p,s/p,s/p,s/p,s/p,58.6
2019,4,23 ,s/p,s/p,0.2,s/p,0.2,58.8
2019,4,24 ,s/p,s/p,s/p,s/p,s/p,58.8
2019,4,25 ,s/p,s/p,s/p,s/p,s/p,58.8
2019,4,26 ,0.1,s/p,s/p,s/p,0.1,58.9
2019,4,27 ,s/p,s/p,6.2,s/p,6.2,65.1
2019,4,28 ,1.6,0.1,s/p,s/p,1.7,66.8
2019,4,29 ,0.2,s/p,s/p,s/p,0.2,67.0
2019,4,30 ,s/p,s/p,s/p,s/p,s/p,67.0
