Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,10,1 ,s/p,s/p,s/p,,s/p,s/p
2019,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2019,10,4 ,1.3,,,s/p,1.3,1.3
2019,10,5 ,s/p,s/p,5.2,6.2,11.4,12.7
2019,10,6 ,4.6,s/p,s/p,0.3,4.9,17.6
2019,10,7 ,s/p,s/p,s/p,s/p,s/p,17.6
2019,10,8 ,s/p,,s/p,s/p,s/p,17.6
2019,10,9 ,s/p,s/p,,,s/p,17.6
2019,10,10 ,s/p,s/p,s/p,s/p,s/p,17.6
2019,10,11 ,s/p,s/p,0.3,3.1,3.4,21.0
2019,10,12 ,0.1,,,s/p,0.1,21.1
2019,10,13 ,s/p,s/p,s/p,s/p,s/p,21.1
2019,10,14 ,s/p,s/p,s/p,0.3,0.3,21.4
2019,10,15 ,,,0.3,s/p,0.3,21.7
2019,10,16 ,s/p,s/p,s/p,s/p,s/p,21.7
2019,10,17 ,s/p,s/p,s/p,s/p,s/p,21.7
2019,10,18 ,s/p,s/p,s/p,0.1,0.1,21.8
2019,10,19 ,s/p,s/p,,s/p,s/p,21.8
2019,10,20 ,s/p,6.4,1.2,0.4,8.0,29.8
2019,10,21 ,s/p,s/p,,,s/p,29.8
2019,10,22 ,s/p,s/p,s/p,s/p,s/p,29.8
2019,10,23 ,s/p,s/p,s/p,s/p,s/p,29.8
2019,10,24 ,s/p,3.4,2.2,4.0,9.6,39.4
2019,10,25 ,0.4,s/p,2.7,1.5,4.6,44.0
2019,10,26 ,6.9,s/p,,0.1,7.0,51.0
2019,10,27 ,0.7,6.1,1.4,3.0,11.2,62.2
2019,10,28 ,1.3,11.9,11.4,6.2,30.8,93.0
2019,10,29 ,1.8,s/p,s/p,s/p,1.8,94.8
2019,10,30 ,s/p,s/p,s/p,s/p,s/p,94.8
2019,10,31 ,s/p,3.5,1.5,1.6,6.6,101.4
